Old_ID,New_geneID,gene_description,New_geneName
Milk03G0656.1,XNS03G0656.1,dynein axonemal intermediate chain 4 [Source:HGNC Symbol;Acc:HGNC:26252],DNAI4
Milk10G0162.1,XNS10G0162.1,dynein axonemal light chain 1 [Source:HGNC Symbol;Acc:HGNC:23247],DNAL1
Milk05G0254.1,XNS05G0254.1,dynein axonemal light chain 4 [Source:HGNC Symbol;Acc:HGNC:2955],DNAL4
Milk03G0274.1,XNS03G0274.1,dynein axonemal light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:14353],DNALI1
Milk21G0660.1,XNS21G0660.1,dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961],DYNC1H1(1of2)
Milk21G0661.1,XNS21G0661.1,dynein cytoplasmic 1 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2961],DYNC1H1(2of2)
Milk04G0076.1,XNS04G0076.1,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],DYNC1I1(1of4)
Milk04G0077.1,XNS04G0077.1,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],DYNC1I1(2of4)
Milk04G0078.1,XNS04G0078.1,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],DYNC1I1(3of4)
Milk04G0079.1,XNS04G0079.1,dynein cytoplasmic 1 intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:2963],DYNC1I1(4of4)
Milk02G0182.1,XNS02G0182.1,dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964],DYNC1I2(1of2)
Milk02G0183.1,XNS02G0183.1,dynein cytoplasmic 1 intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2964],DYNC1I2(2of2)
Milk22G0048.1,XNS22G0048.1,dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745],DYNC1LI1(1of2)
Milk22G0049.1,XNS22G0049.1,dynein cytoplasmic 1 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:18745],DYNC1LI1(2of2)
Milk18G1196.1,XNS18G1196.1,dynein cytoplasmic 1 light intermediate chain 2 [Source:HGNC Symbol;Acc:HGNC:2966],DYNC1LI2
Milk15G0994.1,XNS15G0994.1,dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962],DYNC2H1(1of3)
Milk15G0995.1,XNS15G0995.1,dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962],DYNC2H1(2of3)
Milk15G0996.1,XNS15G0996.1,dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962],DYNC2H1(3of3)
Milk11G0309.1,XNS11G0309.1,dynein cytoplasmic 2 light intermediate chain 1 [Source:HGNC Symbol;Acc:HGNC:24595],DYNC2LI1
Milk15G0589.1,XNS15G0589.1,dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532],DNHD1(1of2)
Milk15G0590.1,XNS15G0590.1,dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532],DNHD1(2of2)
Milk04G0724.1,XNS04G0724.1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476],DYNLL1(1of4)
Milk0G0133.1,XNS0G0133.1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476],DYNLL1(2of4)
Milk17G0457.1,XNS17G0457.1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476],DYNLL1(3of4)
Milk29G0086.1,XNS29G0086.1,dynein light chain LC8-type 1 [Source:HGNC Symbol;Acc:HGNC:15476],DYNLL1(4of4)
Milk19G1433.1,XNS19G1433.1,dynein light chain LC8-type 2 [Source:HGNC Symbol;Acc:HGNC:24596],DYNLL2
Milk13G0731.1,XNS13G0731.1,dynein light chain roadblock-type 1 [Source:HGNC Symbol;Acc:HGNC:15468],DYNLRB1
Milk18G1522.1,XNS18G1522.1,dynein light chain roadblock-type 2 [Source:HGNC Symbol;Acc:HGNC:15467],DYNLRB2
Milk09G0573.1,XNS09G0573.1,dynein light chain Tctex-type 1 [Source:HGNC Symbol;Acc:HGNC:11697],DYNLT1
Milk09G0656.1,XNS09G0656.1,dynein light chain Tctex-type 2 [Source:HGNC Symbol;Acc:HGNC:11695],DYNLT2
Milk01G0358.1,XNS01G0358.1,dynein light chain Tctex-type 2B [Source:HGNC Symbol;Acc:HGNC:28482],DYNLT2B
Milk0G0893.1,XNS0G0893.1,dynein light chain Tctex-type 3 [Source:HGNC Symbol;Acc:HGNC:11694],DYNLT3
Milk03G0438.1,XNS03G0438.1,dynein light chain Tctex-type 4 [Source:HGNC Symbol;Acc:HGNC:32315],DYNLT4
Milk03G0654.1,XNS03G0654.1,dynein light chain Tctex-type family member 5 [Source:HGNC Symbol;Acc:HGNC:26882],DYNLT5
Milk11G0677.1,XNS11G0677.1,dynein regulatory complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24245],DRC1
Milk19G0833.1,XNS19G0833.1,dynein regulatory complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25384],DRC3
Milk18G1238.1,XNS18G1238.1,dynein regulatory complex subunit 7 [Source:HGNC Symbol;Acc:HGNC:25289],DRC7
Milk18G1351.1,XNS18G1351.1,dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455],DBNDD1
Milk13G0881.1,XNS13G0881.1,dysbindin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:15881],DBNDD2
Milk11G0214.1,XNS11G0214.1,dysferlin [Source:HGNC Symbol;Acc:HGNC:3097],DYSF
Milk0G0460.1,XNS0G0460.1,dyskerin pseudouridine synthase 1 [Source:HGNC Symbol;Acc:HGNC:2890],DKC1
Milk23G0856.1,XNS23G0856.1,dystonin [Source:HGNC Symbol;Acc:HGNC:1090],DST(1of2)
Milk23G0857.1,XNS23G0857.1,dystonin [Source:HGNC Symbol;Acc:HGNC:1090],DST(2of2)
Milk24G0125.1,XNS24G0125.1,dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057],DTNA(1of2)
Milk24G0126.1,XNS24G0126.1,dystrobrevin alpha [Source:HGNC Symbol;Acc:HGNC:3057],DTNA(2of2)
Milk11G0688.1,XNS11G0688.1,dystrobrevin beta [Source:HGNC Symbol;Acc:HGNC:3058],DTNB
Milk23G0181.1,XNS23G0181.1,dystrobrevin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17328],DTNBP1
Milk22G0473.1,XNS22G0473.1,dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666],DAG1
Milk0G0920.1,XNS0G0920.1,dystrophin [Source:HGNC Symbol;Acc:HGNC:2928],DMD(1of5)
Milk0G0921.1,XNS0G0921.1,dystrophin [Source:HGNC Symbol;Acc:HGNC:2928],DMD(2of5)
Milk0G0922.1,XNS0G0922.1,dystrophin [Source:HGNC Symbol;Acc:HGNC:2928],DMD(3of5)
Milk0G0924.1,XNS0G0924.1,dystrophin [Source:HGNC Symbol;Acc:HGNC:2928],DMD(4of5)
Milk0G0925.1,XNS0G0925.1,dystrophin [Source:HGNC Symbol;Acc:HGNC:2928],DMD(5of5)
Milk0G0160.1,XNS0G0160.1,dystrophin related protein 2 [Source:HGNC Symbol;Acc:HGNC:3032],DRP2(1of2)
Milk0G0161.1,XNS0G0161.1,dystrophin related protein 2 [Source:HGNC Symbol;Acc:HGNC:3032],DRP2(2of2)
Milk02G0548.1,XNS02G0548.1,dystrotelin [Source:HGNC Symbol;Acc:HGNC:23279],DYTN
Milk05G0214.1,XNS05G0214.1,E1A binding protein p300 [Source:HGNC Symbol;Acc:HGNC:3373],EP300
Milk17G0237.1,XNS17G0237.1,E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958],EP400
Milk21G0464.1,XNS21G0464.1,E2F associated phosphoprotein [Source:HGNC Symbol;Acc:HGNC:19312],EAPP
Milk13G0715.1,XNS13G0715.1,E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113],E2F1(1of3)
Milk13G0716.1,XNS13G0716.1,E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113],E2F1(2of3)
Milk13G0717.1,XNS13G0717.1,E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113],E2F1(3of3)
Milk02G1003.1,XNS02G1003.1,E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114],E2F2
Milk07G1123.1,XNS07G1123.1,E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115],E2F3(1of2)
Milk23G0203.1,XNS23G0203.1,E2F transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3115],E2F3(2of2)
Milk18G1171.1,XNS18G1171.1,E2F transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3118],E2F4
Milk14G0032.1,XNS14G0032.1,E2F transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3119],E2F5
Milk0G0901.1,XNS0G0901.1,E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120],E2F6(1of2)
Milk11G0758.1,XNS11G0758.1,E2F transcription factor 6 [Source:HGNC Symbol;Acc:HGNC:3120],E2F6(2of2)
Milk05G1418.1,XNS05G1418.1,E2F transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:23820],E2F7
Milk29G0143.1,XNS29G0143.1,E2F transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:24727],E2F8
Milk25G0821.1,XNS25G0821.1,E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121],E4F1
Milk12G0020.1,XNS12G0020.1,E74 like ETS transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3316],ELF1
Milk17G0133.1,XNS17G0133.1,E74 like ETS transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3317],ELF2
Milk16G0912.1,XNS16G0912.1,E74 like ETS transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:3318],ELF3
Milk0G0318.1,XNS0G0318.1,E74 like ETS transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:3319],ELF4
Milk15G0311.1,XNS15G0311.1,E74 like ETS transcription factor 5 [Source:HGNC Symbol;Acc:HGNC:3320],ELF5
Milk05G1358.1,XNS05G1358.1,early endosome antigen 1 [Source:HGNC Symbol;Acc:HGNC:3185],EEA1
Milk07G0405.1,XNS07G0405.1,early growth response 1 [Source:HGNC Symbol;Acc:HGNC:3238],EGR1
Milk28G0157.1,XNS28G0157.1,early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239],EGR2
Milk08G0408.1,XNS08G0408.1,early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240],EGR3
Milk11G0194.1,XNS11G0194.1,early growth response 4 [Source:HGNC Symbol;Acc:HGNC:3241],EGR4
Milk08G0025.1,XNS08G0025.1,EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383],EIPR1(1of4)
Milk08G0026.1,XNS08G0026.1,EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383],EIPR1(2of4)
Milk08G0027.1,XNS08G0027.1,EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383],EIPR1(3of4)
Milk08G0028.1,XNS08G0028.1,EARP complex and GARP complex interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:12383],EIPR1(4of4)
Milk13G0430.1,XNS13G0430.1,EBF family member 4 [Source:HGNC Symbol;Acc:HGNC:29278],EBF4
Milk07G0168.1,XNS07G0168.1,EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126],EBF1(1of3)
Milk07G0169.1,XNS07G0169.1,EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126],EBF1(2of3)
Milk26G0098.1,XNS26G0098.1,EBF transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3126],EBF1(3of3)
Milk08G0371.1,XNS08G0371.1,EBF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:19090],EBF2(1of2)
Milk08G0372.1,XNS08G0372.1,EBF transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:19090],EBF2(2of2)
Milk26G0097.1,XNS26G0097.1,EBF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:19087],EBF3(1of2)
Milk26G0099.1,XNS26G0099.1,EBF transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:19087],EBF3(2of2)
Milk03G0393.1,XNS03G0393.1,EBNA1 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:15531],EBNA1BP2
Milk04G0223.1,XNS04G0223.1,EBP cholestenol delta-isomerase [Source:HGNC Symbol;Acc:HGNC:3133],EBP(1of2)
Milk0G0744.1,XNS0G0744.1,EBP cholestenol delta-isomerase [Source:HGNC Symbol;Acc:HGNC:3133],EBP(2of2)
Milk12G0104.1,XNS12G0104.1,EBP like [Source:HGNC Symbol;Acc:HGNC:18061],EBPL
Milk28G0374.1,XNS28G0374.1,ecdysoneless cell cycle regulator [Source:HGNC Symbol;Acc:HGNC:17029],ECD
Milk08G0138.1,XNS08G0138.1,Ecm29 proteasome adaptor and scaffold [Source:HGNC Symbol;Acc:HGNC:29020],ECPAS
Milk19G1284.1,XNS19G1284.1,ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499],EVI2A
Milk19G1283.1,XNS19G1283.1,ecotropic viral integration site 2B [Source:HGNC Symbol;Acc:HGNC:3500],EVI2B
Milk03G0830.1,XNS03G0830.1,ecotropic viral integration site 5 [Source:HGNC Symbol;Acc:HGNC:3501],EVI5
Milk07G0987.1,XNS07G0987.1,ecotropic viral integration site 5 like [Source:HGNC Symbol;Acc:HGNC:30464],EVI5L
Milk11G0432.1,XNS11G0432.1,ECRG4 augurin precursor [Source:HGNC Symbol;Acc:HGNC:24642],ECRG4
Milk07G1019.1,XNS07G1019.1,ECSIT signaling integrator [Source:HGNC Symbol;Acc:HGNC:29548],ECSIT
Milk12G0037.1,XNS12G0037.1,ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474],ENOX1(1of2)
Milk12G0038.1,XNS12G0038.1,ecto-NOX disulfide-thiol exchanger 1 [Source:HGNC Symbol;Acc:HGNC:25474],ENOX1(2of2)
Milk0G0362.1,XNS0G0362.1,ecto-NOX disulfide-thiol exchanger 2 [Source:HGNC Symbol;Acc:HGNC:2259],ENOX2
Milk20G0071.1,XNS20G0071.1,ectodermal-neural cortex 1 [Source:HGNC Symbol;Acc:HGNC:3345],ENC1
Milk0G0682.1,XNS0G0682.1,ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157],EDA(1of2)
Milk0G0683.1,XNS0G0683.1,ectodysplasin A [Source:HGNC Symbol;Acc:HGNC:3157],EDA(2of2)
Milk11G0417.1,XNS11G0417.1,ectodysplasin A receptor [Source:HGNC Symbol;Acc:HGNC:2895],EDAR(1of2)
Milk11G0418.1,XNS11G0418.1,ectodysplasin A receptor [Source:HGNC Symbol;Acc:HGNC:2895],EDAR(2of2)
Milk0G0698.1,XNS0G0698.1,ectodysplasin A2 receptor [Source:HGNC Symbol;Acc:HGNC:17756],EDA2R
Milk26G0450.1,XNS26G0450.1,ectonucleoside triphosphate diphosphohydrolase 1 [Source:HGNC Symbol;Acc:HGNC:3363],ENTPD1
Milk11G1226.1,XNS11G1226.1,ectonucleoside triphosphate diphosphohydrolase 2 [Source:HGNC Symbol;Acc:HGNC:3364],ENTPD2
Milk22G0118.1,XNS22G0118.1,ectonucleoside triphosphate diphosphohydrolase 3 [Source:HGNC Symbol;Acc:HGNC:3365],ENTPD3
Milk08G0391.1,XNS08G0391.1,ectonucleoside triphosphate diphosphohydrolase 4 [Source:HGNC Symbol;Acc:HGNC:14573],ENTPD4
Milk10G0156.1,XNS10G0156.1,ectonucleoside triphosphate diphosphohydrolase 5 (inactive) [Source:HGNC Symbol;Acc:HGNC:3367],ENTPD5
Milk13G0312.1,XNS13G0312.1,ectonucleoside triphosphate diphosphohydrolase 6 [Source:HGNC Symbol;Acc:HGNC:3368],ENTPD6
Milk26G0396.1,XNS26G0396.1,ectonucleoside triphosphate diphosphohydrolase 7 [Source:HGNC Symbol;Acc:HGNC:19745],ENTPD7
Milk11G1259.1,XNS11G1259.1,ectonucleoside triphosphate diphosphohydrolase 8 [Source:HGNC Symbol;Acc:HGNC:24860],ENTPD8
Milk09G0350.1,XNS09G0350.1,ectonucleotide pyrophosphatase/phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:3356],ENPP1
Milk14G0018.1,XNS14G0018.1,ectonucleotide pyrophosphatase/phosphodiesterase 2 [Source:HGNC Symbol;Acc:HGNC:3357],ENPP2
Milk09G0349.1,XNS09G0349.1,ectonucleotide pyrophosphatase/phosphodiesterase 3 [Source:HGNC Symbol;Acc:HGNC:3358],ENPP3
Milk23G0592.1,XNS23G0592.1,ectonucleotide pyrophosphatase/phosphodiesterase 4 [Source:HGNC Symbol;Acc:HGNC:3359],ENPP4
Milk27G0119.1,XNS27G0119.1,ectonucleotide pyrophosphatase/phosphodiesterase 6 [Source:HGNC Symbol;Acc:HGNC:23409],ENPP6
Milk19G0245.1,XNS19G0245.1,ectonucleotide pyrophosphatase/phosphodiesterase 7 [Source:HGNC Symbol;Acc:HGNC:23764],ENPP7
Milk23G0591.1,XNS23G0591.1,ectonucleotide pyrophosphatase/phosphodiesterase family member 5 [Source:HGNC Symbol;Acc:HGNC:13717],ENPP5
Milk24G0296.1,XNS24G0296.1,ectopic P-granules autophagy protein 5 homolog [Source:HGNC Symbol;Acc:HGNC:29331],EPG5
Milk28G0096.1,XNS28G0096.1,EDAR associated death domain [Source:HGNC Symbol;Acc:HGNC:14341],EDARADD
Milk16G0322.1,XNS16G0322.1,eEF1A lysine and N-terminal methyltransferase [Source:HGNC Symbol;Acc:HGNC:24248],EEF1AKNMT
Milk12G0277.1,XNS12G0277.1,EEF1A lysine methyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:27351],EEF1AKMT1
Milk26G0134.1,XNS26G0134.1,EEF1A lysine methyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33787],EEF1AKMT2
Milk05G0981.1,XNS05G0981.1,EEF1A lysine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:24936],EEF1AKMT3
Milk01G0466.1,XNS01G0466.1,EEF1A lysine methyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:53611],EEF1AKMT4
Milk22G0713.1,XNS22G0713.1,EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692],EFCC1(1of3)
Milk22G0714.1,XNS22G0714.1,EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692],EFCC1(2of3)
Milk22G0715.1,XNS22G0715.1,EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25692],EFCC1(3of3)
Milk04G0053.1,XNS04G0053.1,EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25678],EFCAB1(1of2)
Milk14G0692.1,XNS14G0692.1,EF-hand calcium binding domain 1 [Source:HGNC Symbol;Acc:HGNC:25678],EFCAB1(2of2)
Milk04G0252.1,XNS04G0252.1,EF-hand calcium binding domain 10 [Source:HGNC Symbol;Acc:HGNC:34531],EFCAB10
Milk10G0034.1,XNS10G0034.1,EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357],EFCAB11(1of3)
Milk10G0035.1,XNS10G0035.1,EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357],EFCAB11(2of3)
Milk10G0037.1,XNS10G0037.1,EF-hand calcium binding domain 11 [Source:HGNC Symbol;Acc:HGNC:20357],EFCAB11(3of3)
Milk22G0650.1,XNS22G0650.1,EF-hand calcium binding domain 12 [Source:HGNC Symbol;Acc:HGNC:28061],EFCAB12(1of2)
Milk22G0651.1,XNS22G0651.1,EF-hand calcium binding domain 12 [Source:HGNC Symbol;Acc:HGNC:28061],EFCAB12(2of2)
Milk19G0406.1,XNS19G0406.1,EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864],EFCAB13(1of3)
Milk19G0407.1,XNS19G0407.1,EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864],EFCAB13(2of3)
Milk19G0410.1,XNS19G0410.1,EF-hand calcium binding domain 13 [Source:HGNC Symbol;Acc:HGNC:26864],EFCAB13(3of3)
Milk03G0482.1,XNS03G0482.1,EF-hand calcium binding domain 14 [Source:HGNC Symbol;Acc:HGNC:29051],EFCAB14
Milk16G0259.1,XNS16G0259.1,EF-hand calcium binding domain 2 [Source:HGNC Symbol;Acc:HGNC:28166],EFCAB2
Milk19G0405.1,XNS19G0405.1,EF-hand calcium binding domain 3 [Source:HGNC Symbol;Acc:HGNC:26379],EFCAB3(1of2)
Milk19G0443.1,XNS19G0443.1,EF-hand calcium binding domain 3 [Source:HGNC Symbol;Acc:HGNC:26379],EFCAB3(2of2)
Milk19G1214.1,XNS19G1214.1,EF-hand calcium binding domain 5 [Source:HGNC Symbol;Acc:HGNC:24801],EFCAB5
Milk05G0146.1,XNS05G0146.1,EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204],EFCAB6(1of4)
Milk05G0147.1,XNS05G0147.1,EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204],EFCAB6(2of4)
Milk05G0148.1,XNS05G0148.1,EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204],EFCAB6(3of4)
Milk19G0409.1,XNS19G0409.1,EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204],EFCAB6(4of4)
Milk03G0629.1,XNS03G0629.1,EF-hand calcium binding domain 7 [Source:HGNC Symbol;Acc:HGNC:29379],EFCAB7
Milk13G0678.1,XNS13G0678.1,EF-hand calcium binding domain 8 [Source:HGNC Symbol;Acc:HGNC:34532],EFCAB8
Milk20G0034.1,XNS20G0034.1,EF-hand calcium binding domain 9 [Source:HGNC Symbol;Acc:HGNC:34530],EFCAB9(1of2)
Milk20G0035.1,XNS20G0035.1,EF-hand calcium binding domain 9 [Source:HGNC Symbol;Acc:HGNC:34530],EFCAB9(2of2)
Milk23G0550.1,XNS23G0550.1,EF-hand domain containing 1 [Source:HGNC Symbol;Acc:HGNC:16406],EFHC1
Milk0G0865.1,XNS0G0865.1,EF-hand domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26233],EFHC2(1of2)
Milk0G0866.1,XNS0G0866.1,EF-hand domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26233],EFHC2(2of2)
Milk01G0976.1,XNS01G0976.1,EF-hand domain family member B [Source:HGNC Symbol;Acc:HGNC:26330],EFHB(1of2)
Milk01G0977.1,XNS01G0977.1,EF-hand domain family member B [Source:HGNC Symbol;Acc:HGNC:26330],EFHB(2of2)
Milk03G0204.1,XNS03G0204.1,EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556],EFHD1(1of2)
Milk03G0205.1,XNS03G0205.1,EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556],EFHD1(2of2)
Milk16G0569.1,XNS16G0569.1,EF-hand domain family member D2 [Source:HGNC Symbol;Acc:HGNC:28670],EFHD2
Milk14G0605.1,XNS14G0605.1,EFR3 homolog A [Source:HGNC Symbol;Acc:HGNC:28970],EFR3A
Milk11G0694.1,XNS11G0694.1,EFR3 homolog B [Source:HGNC Symbol;Acc:HGNC:29155],EFR3B
Milk11G0392.1,XNS11G0392.1,EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218],EFEMP1(1of2)
Milk11G0393.1,XNS11G0393.1,EGF containing fibulin extracellular matrix protein 1 [Source:HGNC Symbol;Acc:HGNC:3218],EFEMP1(2of2)
Milk29G0817.1,XNS29G0817.1,EGF containing fibulin extracellular matrix protein 2 [Source:HGNC Symbol;Acc:HGNC:3219],EFEMP2
Milk22G0263.1,XNS22G0263.1,EGF domain specific O-linked N-acetylglucosamine transferase [Source:HGNC Symbol;Acc:HGNC:28526],EOGT
Milk0G1065.1,XNS0G1065.1,EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235],EGFL6(1of2)
Milk0G1066.1,XNS0G1066.1,EGF like domain multiple 6 [Source:HGNC Symbol;Acc:HGNC:3235],EGFL6(2of2)
Milk11G1112.1,XNS11G1112.1,EGF like domain multiple 7 [Source:HGNC Symbol;Acc:HGNC:20594],EGFL7
Milk23G0507.1,XNS23G0507.1,EGF like domain multiple 8 [Source:HGNC Symbol;Acc:HGNC:13944],EGFL8
Milk07G0101.1,XNS07G0101.1,EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173],EDIL3(1of2)
Milk07G0102.1,XNS07G0102.1,EGF like repeats and discoidin domains 3 [Source:HGNC Symbol;Acc:HGNC:3173],EDIL3(2of2)
Milk20G0249.1,XNS20G0249.1,"EGF like, fibronectin type III and laminin G domains [Source:HGNC Symbol;Acc:HGNC:26810]",EGFLAM
Milk28G0053.1,XNS28G0053.1,egl-9 family hypoxia inducible factor 1 [Source:HGNC Symbol;Acc:HGNC:1232],EGLN1
Milk18G0795.1,XNS18G0795.1,egl-9 family hypoxia inducible factor 2 [Source:HGNC Symbol;Acc:HGNC:14660],EGLN2
Milk21G0461.1,XNS21G0461.1,egl-9 family hypoxia inducible factor 3 [Source:HGNC Symbol;Acc:HGNC:14661],EGLN3
Milk11G0538.1,XNS11G0538.1,EH domain binding protein 1 [Source:HGNC Symbol;Acc:HGNC:29144],EHBP1
Milk29G0834.1,XNS29G0834.1,EH domain binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:30682],EHBP1L1(1of3)
Milk29G0835.1,XNS29G0835.1,EH domain binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:30682],EHBP1L1(2of3)
Milk29G0836.1,XNS29G0836.1,EH domain binding protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:30682],EHBP1L1(3of3)
Milk14G0576.1,XNS14G0576.1,EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242],EHD1(1of2)
Milk29G0873.1,XNS29G0873.1,EH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:3242],EHD1(2of2)
Milk18G0210.1,XNS18G0210.1,EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243],EHD2
Milk11G0595.1,XNS11G0595.1,EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244],EHD3
Milk10G0580.1,XNS10G0580.1,EH domain containing 4 [Source:HGNC Symbol;Acc:HGNC:3245],EHD4
Milk08G0860.1,XNS08G0860.1,EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276],EI24(1of2)
Milk29G0239.1,XNS29G0239.1,EI24 autophagy associated transmembrane protein [Source:HGNC Symbol;Acc:HGNC:13276],EI24(2of2)
Milk24G0342.1,XNS24G0342.1,elaC ribonuclease Z 1 [Source:HGNC Symbol;Acc:HGNC:14197],ELAC1
Milk19G0906.1,XNS19G0906.1,elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:HGNC:14198],ELAC2
Milk07G0546.1,XNS07G0546.1,"elastase, neutrophil expressed [Source:HGNC Symbol;Acc:HGNC:3309]",ELANE
Milk11G0656.1,XNS11G0656.1,elastin microfibril interfacer 1 [Source:HGNC Symbol;Acc:HGNC:19880],EMILIN1
Milk24G0222.1,XNS24G0222.1,elastin microfibril interfacer 2 [Source:HGNC Symbol;Acc:HGNC:19881],EMILIN2(1of2)
